2.917211242214904814e+03 3.289522532680529366e+03 0.000000000000000000e+00
1.888937715680632664e+03 7.815283557718089469e+02 0.000000000000000000e+00
4.188521413572312667e+03 1.554476260749284847e+03 0.000000000000000000e+00
8.145555338880156341e+03 9.804066728441968735e+03 0.000000000000000000e+00
9.584488980990616255e+03 6.176337188865218195e+03 0.000000000000000000e+00
4.039633756664835346e+03 1.676071425507572030e+02 0.000000000000000000e+00
2.399020781134699064e+03 6.251891672055437084e+03 1.000000000000000000e+00
5.899876834948438045e+03 7.732514778391007894e+03 0.000000000000000000e+00
1.832517788126534469e+03 1.300730269795825279e+03 0.000000000000000000e+00
1.612288975086685241e+03 6.426781762943594003e+03 1.000000000000000000e+00
9.286626998457055379e+03 1.562956170139021651e+03 1.000000000000000000e+00
8.497141947304358837e+03 8.806179833448495629e+03 0.000000000000000000e+00
9.355215736970068974e+03 9.845547424630352907e+03 0.000000000000000000e+00
6.959671139090039105e+03 7.096002717339983064e+03 1.000000000000000000e+00
8.318774203433395087e+03 6.561487761673269233e+03 0.000000000000000000e+00
2.956353880887391369e+03 1.744414738937408174e+03 0.000000000000000000e+00
3.494320863819851638e+03 7.175690252388040790e+03 1.000000000000000000e+00
9.733605267789360369e+03 2.224442051819595747e+02 1.000000000000000000e+00
3.357382654422777250e+03 9.136605932292561192e+03 1.000000000000000000e+00
1.466794268888562556e+03 7.637730334497648073e+03 0.000000000000000000e+00
2.309226297210729172e+03 2.891563125728880095e+03 0.000000000000000000e+00
1.640887578717025235e+03 9.801869657830433425e+03 1.000000000000000000e+00
5.781556559748289146e+03 2.485048462776834413e+02 1.000000000000000000e+00
3.828052410451225114e+03 2.037851361214600047e+03 0.000000000000000000e+00
9.511954746098828082e+02 2.630862744394957190e+03 0.000000000000000000e+00
6.948834626809754809e+03 7.701470308859533361e+03 0.000000000000000000e+00
7.196243631747209292e+03 9.244761920677638045e+03 0.000000000000000000e+00
8.485712064482254391e+02 1.321366007287225102e+03 0.000000000000000000e+00
5.135504907974822117e+02 9.111127855939139408e+03 1.000000000000000000e+00
3.146851248265078993e+03 5.865060182939575498e+03 1.000000000000000000e+00
7.981078233519903733e+03 6.125327863934146990e+03 0.000000000000000000e+00
1.124149232434954456e+03 8.385666690380821819e+03 1.000000000000000000e+00
7.597290716261513808e+03 8.478768947070517470e+02 1.000000000000000000e+00
7.053482179008598905e+03 8.148603687592507413e+03 0.000000000000000000e+00
7.447546246182500909e+03 2.059939768660653499e+03 1.000000000000000000e+00
8.862592104748400743e+03 5.941923253417291562e+03 0.000000000000000000e+00
1.638799247146181870e+03 6.498755740104566030e+03 1.000000000000000000e+00
2.957314070016746882e+03 4.114707921035960680e+03 0.000000000000000000e+00
1.515821258481454834e+03 6.119050848018807301e+03 1.000000000000000000e+00
2.306781954793125351e+03 4.453043419903119684e+03 0.000000000000000000e+00
2.898756318290055333e+03 5.683659155057662247e+03 1.000000000000000000e+00
6.250773572002985020e+03 5.814715273677687946e+03 0.000000000000000000e+00
3.829225811109610618e+02 8.224392634536019614e+03 1.000000000000000000e+00
6.477879960398965522e+03 2.208332126448269719e+03 1.000000000000000000e+00
4.446190252845757641e+03 8.775453250291962831e+03 1.000000000000000000e+00
5.661234137844310681e+03 2.768173367764353770e+03 1.000000000000000000e+00
9.217014417709009649e+03 2.972797760144339009e+03 1.000000000000000000e+00
1.102298313901228994e+03 8.853431375082049271e+03 1.000000000000000000e+00
1.425807931920155852e+03 2.967343227512054455e+03 0.000000000000000000e+00
