6.817918831944054546e+03 7.863577801938812627e+03 0.000000000000000000e+00
6.879366685288658118e+03 3.902645181665968266e+03 1.000000000000000000e+00
8.932107495271216067e+02 6.137572422606921464e+03 1.000000000000000000e+00
9.028687126299120791e+03 7.442656819505885323e+03 0.000000000000000000e+00
3.862228562308405799e+03 7.467526022503782315e+02 0.000000000000000000e+00
7.541777833903845931e+03 6.944487046974734312e+02 1.000000000000000000e+00
1.582087458178505585e+03 7.464842612017358988e+03 1.000000000000000000e+00
5.788935781007671721e+02 7.181442909019573563e+03 0.000000000000000000e+00
5.617286648489289291e+03 4.283079085409769505e+03 1.000000000000000000e+00
2.964964345651867461e+03 3.664213281649228065e+03 0.000000000000000000e+00
5.652062789868547043e+03 2.373409654607296488e+03 1.000000000000000000e+00
9.045894507098286340e+03 7.833320356656106014e+03 0.000000000000000000e+00
3.482119599089756321e+03 7.260324432633370634e+03 1.000000000000000000e+00
6.959639473895026640e+03 1.653025265566656572e+03 1.000000000000000000e+00
8.662638319793140909e+03 6.732473010324316647e+02 1.000000000000000000e+00
7.913820174949212742e+03 1.864539023090758292e+02 1.000000000000000000e+00
2.915446414992077734e+03 8.030333920774021863e+03 1.000000000000000000e+00
1.837768593842152995e+03 8.484321663842732960e+03 1.000000000000000000e+00
7.631767638938289565e+03 6.859748560563091814e+03 0.000000000000000000e+00
1.404515699663371379e+03 1.779358968535454551e+03 0.000000000000000000e+00
6.126167193136130663e+03 8.600686694536549339e+02 1.000000000000000000e+00
4.160403955023118215e+03 1.898098400692681707e+03 0.000000000000000000e+00
1.895561857593839477e+03 9.371681134389717045e+03 1.000000000000000000e+00
8.640228537829629204e+03 7.504552566666051462e+03 0.000000000000000000e+00
3.224371102609877653e+03 3.048387350446527307e+03 0.000000000000000000e+00
2.412205688878365436e+03 7.879209842066147758e+03 1.000000000000000000e+00
9.348227093485416844e+03 9.430055781874558306e+03 0.000000000000000000e+00
7.860159019280257553e+02 9.639448387751270957e+02 0.000000000000000000e+00
1.063296175619698033e+03 7.034016372154181227e+03 1.000000000000000000e+00
4.137526048718639686e+03 5.570002984884376019e+03 1.000000000000000000e+00
7.601836562014088486e+03 6.887167941559837345e+03 0.000000000000000000e+00
2.998041112440232610e+03 6.098533539322866091e+03 1.000000000000000000e+00
6.718633293564967971e+03 5.586197882315913375e+03 0.000000000000000000e+00
3.944058679335823854e+02 3.769103577446383952e+03 0.000000000000000000e+00
1.478038905791071784e+03 4.131432087101036814e+03 0.000000000000000000e+00
4.395185677135861624e+03 9.056636581909802771e+03 1.000000000000000000e+00
6.350049369334933544e+03 3.480185083024414325e+03 1.000000000000000000e+00
1.803958248025950752e+03 7.346994341344251325e+02 0.000000000000000000e+00
2.201410932061452058e+03 1.524662032325210930e+03 0.000000000000000000e+00
8.596631189761154019e+03 5.605888623070944959e+03 0.000000000000000000e+00
1.847445719921094451e+03 2.522136299773427254e+03 0.000000000000000000e+00
7.197117279158885140e+03 7.969413297427338875e+03 0.000000000000000000e+00
7.270325911633723081e+03 4.207194290537222514e+03 1.000000000000000000e+00
2.740816725075886097e+03 5.950921117087529638e+03 1.000000000000000000e+00
7.380224794092818229e+03 3.761789327603074980e+03 1.000000000000000000e+00
7.743966549270759060e+03 7.288327603553429981e+03 0.000000000000000000e+00
7.712402458124888653e+03 9.576630200699353736e+03 0.000000000000000000e+00
5.755356670344946906e+03 4.195815564534314944e+03 1.000000000000000000e+00
7.540311891352289422e+03 2.410746410896682391e+03 1.000000000000000000e+00
9.800493432246141310e+03 1.383669455914421462e+02 1.000000000000000000e+00
3.019377131645997451e+03 2.975369684894930742e+03 0.000000000000000000e+00
7.629239960518800217e+03 7.255484695350030961e+03 0.000000000000000000e+00
6.870079554587285884e+02 4.230618312445056290e+03 0.000000000000000000e+00
6.940868414024756930e+03 8.831714466695111696e+02 1.000000000000000000e+00
9.604005395242436862e+03 9.310481775152737100e+03 0.000000000000000000e+00
7.490751567883191456e+03 1.357018919614888773e+03 1.000000000000000000e+00
1.080974723453959314e+03 8.513150020739971296e+03 1.000000000000000000e+00
6.470685296750882117e+03 9.038233618489384753e+03 1.000000000000000000e+00
3.473359606883670494e+03 1.139637973017332229e+01 0.000000000000000000e+00
